frame,possessor_id,possessor_team,has_possession,is_ball_free,robot_id,team,distance_robot_ball,robot_x,robot_y,ball_x,ball_y,ball_speed_px_per_frame
36,,,False,False,robot_001,unknown,26.589834574274608,643.3011235955056,288.147191011236,659.130081300813,309.5121951219512,0.48455109599118745
37,,,False,False,robot_001,unknown,26.086610057530184,645.2486187845304,288.5646408839779,659.659793814433,310.30927835051546,0.9570459865356552
38,,,False,False,robot_001,unknown,26.07654590435248,645.8611570247934,288.9482093663912,660.2403846153846,310.7019230769231,0.7008962543239997
39,,,False,False,robot_001,unknown,26.630755176385183,645.7754880694143,288.9349240780911,660.6168224299065,311.04672897196264,0.510486565402085
40,,,False,False,robot_001,unknown,27.847094031995848,645.1227321237993,288.85699039487724,661.3523809523809,311.48571428571427,0.8565946799241693
41,,,False,True,robot_001,unknown,28.251801524327977,642.6430769230769,290.9569230769231,661.0,312.43220338983053,1.0099574049491953
42,,,False,True,robot_001,unknown,29.07587136089368,641.5768249106687,291.59724349157733,661.3879310344828,312.8793103448276,0.5919418186964411
43,,,False,True,robot_001,unknown,29.686274708420747,640.5538996522603,292.41530054644807,661.8034188034188,313.14529914529913,0.4933357154227927
44,,,False,True,robot_001,unknown,30.411866560424894,640.2816346627277,292.768094534712,662.3983739837398,313.6422764227642,0.7752148611239259
45,,,False,True,robot_001,unknown,31.452119559311246,640.5388650453028,294.0133524082022,664.2644628099174,314.6611570247934,2.1261244527017236
46,,,False,True,robot_001,unknown,32.243108372148356,640.1120487576184,295.0014064697609,665.1259842519685,315.34645669291336,1.1008427817990605
47,,,False,True,robot_001,unknown,33.231450895771395,639.6263328697265,295.57209086694485,665.8615384615384,315.9692307692308,0.9637881226437377
48,,,False,True,robot_001,unknown,33.3063833392355,639.0619001919385,296.6017274472169,666.2982456140351,315.7719298245614,0.47920851391555713
49,,,False,True,robot_001,unknown,35.07744074638921,639.0258780036969,295.5554528650647,667.0,316.7185185185185,1.1783417898676176
50,,,False,True,robot_001,unknown,35.80451228520047,639.1445727482679,295.55750577367206,667.872,316.928,0.8968090605494567
51,,,False,True,robot_001,unknown,35.83028058413928,639.2882055988986,295.1349242771914,667.6231884057971,317.0652173913044,0.2841404967373253
52,,,False,True,robot_001,unknown,36.102649470776086,639.8942528735632,294.74528735632185,668.2086330935252,317.1438848920863,0.5907064059821457
53,,,False,True,robot_001,unknown,37.13219113960646,641.1144967682363,293.7096029547553,669.1102941176471,318.1029411764706,1.3163516091977336
54,,,False,True,robot_001,unknown,37.13981439658952,642.6468384074941,292.9255269320843,669.3913043478261,318.69565217391306,0.6559520378461441
55,,,False,True,robot_001,unknown,36.50696719808237,644.2338146250582,292.50069864927804,669.5294117647059,318.8235294117647,0.1882186137388019
56,,,False,True,robot_001,unknown,36.68294551754761,644.8015910154422,292.1661207299953,669.5144927536232,319.27536231884056,0.45207914440760616
57,,,False,True,robot_001,unknown,37.0885610198301,645.5156177156177,291.68158508158507,669.4661654135339,320.0,0.7262474101545823
58,,,False,True,robot_001,unknown,37.78104373488266,644.8031423290204,291.6695933456562,669.2335766423357,320.4890510948905,0.5415427129055124
59,,,False,True,robot_001,unknown,38.195428645482984,644.0706371191136,292.0623268698061,669.5289855072464,320.536231884058,0.29915284443620066
60,,,False,True,robot_001,unknown,38.2517807394243,643.3543417366947,292.82633053221286,669.5367647058823,320.7132352941176,0.17717427325702137
61,,,False,True,robot_001,unknown,39.08682258229312,641.715600552232,293.7036355269213,669.4927536231884,321.2028985507246,0.49163714289185695
62,,,False,True,robot_001,unknown,38.595159033229415,640.6844819503048,295.19596812001873,669.2910447761194,321.1044776119403,0.2244396136538343
63,,,False,True,robot_001,unknown,39.023160201297515,639.4359447004608,295.72073732718894,668.9197080291971,321.2846715328467,0.41274789974811904
64,,,False,True,robot_001,unknown,39.73459194404843,638.4705069124424,295.8345622119816,668.7569444444445,321.55555555555554,0.3160223699051259
65,,,False,True,robot_001,unknown,39.60042737808104,637.3383194016718,297.1126264848218,668.1470588235294,321.99264705882354,0.750339558352103
66,,,False,True,robot_001,unknown,39.51772680435757,636.7951030927835,297.8500859106529,667.9264705882352,322.19117647058823,0.29677111868546263
67,,,False,True,robot_001,unknown,39.03216523671577,636.9527055815935,298.8231785257776,668.1417322834645,322.2913385826772,0.23742376909465526
68,,,False,True,robot_001,unknown,38.40220996093475,636.9928810720268,299.964824120603,668.0333333333333,322.575,0.30366779886434986
69,,,False,True,robot_001,unknown,36.922488788602934,637.3252131546894,301.34429557450267,667.1056910569106,323.1707317073171,1.1024592782092524
70,,,False,True,robot_001,unknown,36.311857916456695,637.6843813387424,301.894523326572,667.0375939849624,323.2706766917293,0.12093887347363264
71,,,False,True,robot_001,unknown,36.02039515159333,638.1896,301.8096,667.0444444444445,323.3703703703704,0.099928766409403
72,,,False,True,robot_001,unknown,35.37841749555515,639.2139123441898,301.67189384800963,666.9242424242424,323.6666666666667,0.319749934885957
73,,,False,True,robot_001,unknown,35.27763117998431,640.5330132052821,301.36614645858344,667.060606060606,324.6212121212121,0.9642365197998207
74,,,False,True,robot_001,unknown,34.56718562683107,641.7373983739838,300.9012195121951,666.8115942028985,324.69565217391306,0.25990041693898613
75,,,False,True,robot_001,unknown,34.24314899796812,642.739396411093,300.48450244698205,666.624060150376,325.02255639097746,0.3768758256906596
76,,,False,True,robot_001,unknown,33.79173663266731,643.4416390728477,300.3646523178808,666.452380952381,325.1111111111111,0.19317268306401017
77,,,False,True,robot_001,unknown,32.36023115210231,646.0848614072495,299.2085287846482,665.6857142857143,324.95714285714286,0.7819744247785729
78,,,False,True,robot_001,unknown,32.447468001181804,646.0877944325482,298.8710920770878,665.2564102564103,325.05128205128204,0.4395044225600642
79,,,False,True,robot_001,unknown,32.42133422007695,646.1107784431138,298.8866552609068,665.2564102564103,325.05128205128204,0.0
80,,,False,True,robot_001,unknown,32.06629536585511,645.4485651214128,299.5664459161148,665.0192307692307,324.9679487179488,0.25139322501449973
81,,,False,True,robot_001,unknown,32.63192020647837,643.1116860715825,301.0896938335489,664.9664429530201,325.3221476510068,0.35811092934971195
82,,,False,True,robot_001,unknown,32.62839273868011,641.70055531824,302.0892780862879,664.7533333333333,325.18,0.2561672592072914
83,,,False,True,robot_001,unknown,33.280220230636814,640.6031014249791,303.2455993294216,665.1527777777778,325.71527777777777,0.6678908320828155
84,,,False,True,robot_001,unknown,34.789306769226556,639.5662505034232,303.9234796616996,665.9692307692308,326.5769230769231,1.1870248981346927
85,,,False,True,robot_001,unknown,34.96530763070332,639.3612979817966,305.2445587653344,666.2028985507246,327.6521739130435,1.1003476690055245
86,,,False,True,robot_001,unknown,35.600181326696585,638.9748229740362,305.4720692368214,666.3691275167786,328.20805369127515,0.5802020311945145
87,,,False,True,robot_001,unknown,35.959694489583036,638.9005460218409,305.30421216848674,666.4722222222222,328.3888888888889,0.20815832192470568
88,,,False,True,robot_001,unknown,36.151619603672145,639.1176470588235,305.18188854489165,666.5069444444445,328.77777777777777,0.3904359110241574
89,,,False,True,robot_001,unknown,35.944235745313705,639.9137055837564,305.05271378367826,666.4817518248175,329.26277372262774,0.4856498065526074
90,,,False,True,robot_001,unknown,36.4706035635545,640.7417711598746,304.5830721003135,666.9929078014185,329.90070921985813,0.817460782570948
91,,,False,True,robot_001,unknown,36.30258205084034,641.1282051282051,304.2745562130178,666.4836601307189,330.2549019607843,0.6203109605977625
92,,,False,True,robot_001,unknown,36.143484216054944,642.0652689873418,303.86194620253167,666.4129032258064,330.5741935483871,0.3270377004363569
93,,,False,True,robot_001,unknown,36.06868354845161,643.8106815464329,302.89996014348344,666.0196078431372,331.32026143790847,0.8433851752335879
94,,,False,True,robot_001,unknown,35.954393634910545,643.8530595813204,302.79468599033817,665.8101265822785,331.2658227848101,0.21643928849018465
95,,,False,True,robot_001,unknown,35.40892810413293,643.9633251833741,303.07416462917683,665.19375,331.4125,0.6335884284274373
101,,,False,True,robot_001,unknown,31.017276175807005,643.7866666666666,309.49925925925925,665.5,331.6488095238095,0.06447033201038561
102,,,False,True,robot_001,unknown,31.038649400363564,643.9006622516556,310.6648270787344,665.921052631579,332.5394736842105,0.9851740786187934
103,,,False,True,robot_001,unknown,32.424026279387164,643.718523878437,311.4808248914616,667.8780487804878,333.1056910569106,2.0372618977420176
104,,,False,True,robot_001,unknown,33.300391561241554,643.9394904458599,312.6804670912951,669.7372881355932,333.73728813559325,1.963590041065896
105,,,False,True,robot_001,unknown,34.20793892728054,646.5355434039644,314.0980861244019,672.9006622516556,335.89403973509934,3.828643788620947
106,,,False,True,robot_001,unknown,34.902656691645454,646.9669007021063,314.5576730190572,674.2721518987341,336.2974683544304,1.429593824461679
107,,,False,True,robot_001,unknown,35.41027853501335,646.8160285528877,315.37151200519145,674.8809523809524,336.9642857142857,0.9029304616378896
108,,,False,True,robot_001,unknown,37.43817409205174,646.5572883513686,316.424252068746,676.9763313609468,338.24852071005915,2.4576152250040137
109,,,False,True,robot_001,unknown,42.35504846467532,644.4609698403311,319.3069189828504,680.8218390804598,341.0287356321839,4.745263389321914
110,,,False,True,robot_001,unknown,46.06946252630464,642.0341008452347,320.0335179248033,682.6453488372093,341.7848837209302,1.974068834938529
111,,,False,True,robot_001,unknown,49.30784420728814,639.9138880835025,321.6120614670919,684.5555555555555,342.5497076023392,2.057630986447402
112,,,False,True,robot_001,unknown,56.76444844179626,634.9187596899225,320.3181395348837,686.80625,343.3375,2.3845843126350474
113,,,False,True,robot_001,unknown,60.220745430489885,635.0221470316826,321.050138418948,690.0372340425532,345.5425531914894,3.9117154114954933
114,,,False,True,robot_001,unknown,60.637295607654195,636.1893041628684,320.3369796414464,691.0052356020942,346.26178010471205,1.2059495727341116
115,,,False,True,robot_001,unknown,61.54475325207823,637.663354037267,320.0136645962733,692.7853403141361,347.3874345549738,2.106150689582249
116,,,False,True,robot_001,unknown,61.502594918814175,640.3018925518926,318.9884004884005,694.3532608695652,348.33152173913044,1.830211867360191
117,,,False,True,robot_001,unknown,60.72679582424791,646.6642066420665,317.23831488314886,696.8870967741935,351.3763440860215,3.961220457852692
118,,,False,True,robot_001,unknown,60.611010565492634,648.9608990147783,316.8174261083744,698.0104712041884,352.4240837696335,1.5361407990746645
119,,,False,True,robot_001,unknown,60.69478002344988,651.1042813455657,315.90733944954127,698.7810945273632,353.4676616915423,1.297272209413383
120,,,False,True,robot_001,unknown,61.23014300540789,653.0713192531374,315.1108050198959,699.903381642512,354.55555555555554,1.5630231694338093
121,,,False,True,robot_001,unknown,63.6930895461508,654.3464274667491,314.6467677080111,701.8207547169811,357.10849056603774,3.1927725685436448
122,,,False,True,robot_001,unknown,65.86168046704121,653.0912710566615,314.82756508422665,702.2796208530806,358.6255924170616,1.584978282891893
123,,,False,True,robot_001,unknown,68.09267417454069,651.7424242424242,315.1521212121212,702.9955357142857,359.98214285714283,1.5338719584694167
124,,,False,True,robot_001,unknown,70.16646566041825,649.0926430517711,316.35967302452315,703.1306306306307,361.1171171171171,1.1429860923154045
125,,,False,True,robot_001,unknown,77.32254968520967,641.586125808348,318.4479717813051,704.4342105263158,363.49122807017545,2.7084540538591613
126,,,False,True,robot_001,unknown,81.50506892878805,636.4820809248555,320.12167630057803,704.7782608695652,364.60434782608695,1.1650777783866957
127,,,False,True,robot_001,unknown,85.68620046735363,630.9686352076858,321.9084487143261,704.847533632287,365.3139013452914,0.7129270034656727
129,,,False,True,robot_001,unknown,102.56540404796084,610.5338028169014,330.214647887324,705.3087557603686,369.4239631336405,2.464937542997034
130,,,False,True,robot_001,unknown,109.76229711145605,602.5334572490706,332.10249601699417,705.3122171945702,370.6289592760181,1.2050011139711534
131,,,False,True,robot_001,unknown,117.03317041218648,594.6301790281329,334.3156010230179,705.431718061674,371.9955947136564,1.3718501655236506
132,,,False,True,robot_001,unknown,123.99749747802146,586.867064973861,336.4441125217824,705.2751091703057,373.2532751091703,1.2673935150992917
133,,,False,True,robot_001,unknown,136.21152470637773,573.3156114064766,342.19212179797006,705.3464912280701,375.6798245614035,2.4275991518996465
134,,,False,True,robot_001,unknown,140.513319888975,568.0389114347099,345.0093100978754,704.9269406392694,376.7214611872146,1.1229557234343956
135,,,False,True,robot_001,unknown,144.00073953962982,563.6038715769594,348.2162417374882,704.545871559633,377.7385321100917,1.0861155120966797
136,,,False,True,robot_001,unknown,147.27700393336065,559.4467203682393,350.3118527042578,703.9629629629629,378.69444444444446,1.119620838962765
137,,,False,True,robot_001,unknown,153.2684798316656,551.4822773593265,355.6657066902969,702.6854838709677,380.741935483871,2.413332216462724
138,,,False,True,robot_001,unknown,154.7988103102365,549.0907118055555,358.3693576388889,702.0522088353414,382.1485943775101,1.5426362221215855
139,,,False,True,robot_001,unknown,154.96677865033777,547.9097597922528,360.8026401211859,701.2610441767068,383.1204819277109,1.2531986783058897
140,,,False,True,robot_001,unknown,154.1740181697134,547.6784711725329,363.0172748866336,700.4129554655871,384.03643724696354,1.2482902742535538
141,,,False,True,robot_001,unknown,153.05600670809574,547.4070138150903,364.2435706695005,698.97265625,385.55078125,2.0899042059274344
142,,,False,True,robot_001,unknown,152.6178485924685,546.9915110356536,364.0793718166384,697.976,386.348,1.2762763870007343
143,,,False,True,robot_001,unknown,151.81935777566812,546.9355527102006,364.2163892445583,697.0205761316872,387.0987654320988,1.215106374839755
144,,,False,True,robot_001,unknown,150.53861810698206,547.2971014492754,364.3903985507246,696.0462962962963,387.5324074074074,1.0664270065967472
145,,,False,True,robot_001,unknown,147.655207724091,548.7297839162397,362.3423925150368,694.081081081081,388.3243243243243,2.118773995831742
146,,,False,True,robot_001,unknown,146.46976728539283,549.5562458398048,361.8835145329488,693.4439461883408,389.2645739910314,1.1357862066823716
147,,,False,True,robot_001,unknown,145.82521022127767,550.0593971631206,361.5232712765957,693.017316017316,390.2987012987013,1.1186744795950223
148,,,False,True,robot_001,unknown,145.37528927684795,550.60251878038,361.38621299160405,692.9521739130435,390.89130434782606,0.596172682686002
149,,,False,True,robot_001,unknown,144.64731817649738,550.9723190932868,361.56364428945074,692.4958333333333,391.4625,0.7311027272227874
150,,,False,True,robot_001,unknown,143.21978440987442,552.5159110723627,361.80710549258936,692.5555555555555,391.8205128205128,0.3629599474855656
151,,,False,True,robot_001,unknown,141.23870817569377,554.4892880328933,362.217701796148,692.4725738396625,392.36708860759495,0.5528390870741813
152,,,False,True,robot_001,unknown,138.72377805249263,557.0463861920173,362.4302049622438,692.5063829787234,392.3446808510639,0.04056063900874641
153,,,False,True,robot_001,unknown,135.41625044199452,560.2275592262552,363.7300586828951,692.5020746887967,392.73029045643153,0.3856336721732997
154,,,False,True,robot_001,unknown,134.96635369216733,560.3908193908194,364.84641784641786,692.4327731092437,392.78991596638656,0.09142160776280178
155,,,False,True,robot_001,unknown,134.6445955759346,561.0511471269207,365.9459061250263,692.9793388429752,392.85537190082647,0.5504712350729827
156,,,False,True,robot_001,unknown,133.1976196813308,562.682612312812,367.0771630615641,693.3601694915254,392.864406779661,0.3809378058302642
157,,,False,True,robot_001,unknown,128.02504241977522,568.5180673136485,369.64732603758,694.4730290456431,392.5767634854772,1.1494324912233422
158,,,False,True,robot_001,unknown,126.50622231904177,570.3135731807032,370.5026573998365,694.9173553719008,392.3595041322314,0.4945983327696226
159,,,False,True,robot_001,unknown,126.18281034099428,571.1128935231602,372.0453178263485,695.6694560669456,392.2384937238494,0.7617735716232159
161,,,False,True,robot_001,unknown,119.94498722185466,578.1559235166568,376.3642814902424,696.9888888888889,392.6592592592593,0.5348587365713223
162,,,False,True,robot_001,unknown,116.83687495270158,581.294901065449,376.80555555555554,697.0970149253732,392.32089552238807,0.3552200137875598
163,,,False,True,robot_001,unknown,113.79426430507046,584.7344611290629,377.2953811062536,697.5576208178438,392.1301115241636,0.4985542319118278
164,,,False,True,robot_001,unknown,109.47356762047711,589.1095041322315,377.4874154770849,697.6052631578947,392.0864661654135,0.06461199506242
165,,,False,True,robot_001,unknown,100.0859132666833,598.7492015780575,377.4553823032125,697.8030303030303,391.7916666666667,0.3549909691195859
166,,,False,True,robot_001,unknown,94.56005515896057,604.3831967213115,377.4504470938897,697.8598484848485,391.7234848484849,0.08875283722624772
167,,,False,True,robot_001,unknown,88.03994473720483,610.9308609765188,377.1712635109952,697.7444444444444,391.8148148148149,0.1471708370956391
168,,,False,True,robot_001,unknown,81.30632544848321,617.8753006475486,377.3491211840888,697.8880597014926,391.79477611940297,0.14500652182168697
169,,,False,True,robot_001,unknown,69.26734811820181,630.0283766353418,376.6920950801548,697.7269372693727,391.3505535055351,0.4725401240146873
170,,,False,True,robot_001,unknown,65.95397828951373,633.2865209471767,377.1976320582878,697.7111111111111,391.31851851851854,0.03573104642285767
171,,,False,True,robot_001,unknown,63.91888579830035,634.7391147244806,377.8794941282746,697.2591240875912,391.1788321167883,0.4730798666807948
172,,,False,True,robot_001,unknown,63.298940591930744,635.0312895641165,378.6845722553807,697.1351351351351,390.9266409266409,0.28102251995014693
173,,,False,True,robot_001,unknown,65.74412072166648,631.9964707958355,379.7125463208047,696.7720588235294,390.9558823529412,0.36425193075848256
174,,,False,True,robot_001,unknown,68.91401727162908,628.6403923629357,380.7169381678052,696.8174904942965,390.7680608365019,0.19323808823899521
175,,,False,True,robot_001,unknown,72.87376693156102,624.2534847702633,381.7308552744794,696.5777777777778,390.662962962963,0.261739850773996
183,,,False,True,robot_001,unknown,110.53879501119319,585.6482429205049,389.6410781303309,696.1854545454545,390.2327272727273,0.04993493033462116
184,,,False,True,robot_001,unknown,111.16944629774461,585.0739698825087,389.7756081416515,696.2427536231884,390.1594202898551,0.09304352770061129
185,,,False,True,robot_001,unknown,112.42958003868404,583.814214876033,389.67553719008265,696.2427536231884,390.1594202898551,0.0
186,,,False,True,robot_001,unknown,111.79232208657065,584.6599835661463,390.2105176663928,696.452296819788,390.1660777385159,0.20964892764775733
187,,,False,True,robot_001,unknown,110.63629186655511,586.0358598207009,390.43846780766097,696.6713780918728,390.0247349823322,0.26071896460352484
188,,,False,True,robot_001,unknown,109.54435080847364,587.1867410567771,390.519527404004,696.729537366548,389.93594306049823,0.10614380157931037
189,,,False,True,robot_001,unknown,108.36723263439342,588.4943292287751,392.5452041477641,696.8285714285714,389.87142857142857,0.1181941823474232
190,,,False,True,robot_001,unknown,108.0220174455799,589.2448649522885,392.2480996280123,697.2350746268656,389.6268656716418,0.4744005292741031
191,,,False,True,robot_001,unknown,106.9011145124432,590.4569848755896,391.01902748414375,697.3496240601504,389.6729323308271,0.12346541926530666
201,,,False,True,robot_001,unknown,102.6853484253852,595.8911015428777,382.54036598493,698.4202334630351,388.2023346303502,0.24500362149454757
202,,,False,True,robot_001,unknown,102.07083738248848,596.520217048836,382.72466304918606,698.4384615384615,388.30384615384617,0.10313511592189781
203,,,False,True,robot_001,unknown,100.57647414364745,597.9958027282266,382.10038474991256,698.38671875,388.20703125,0.10977450416429334
204,,,False,True,robot_001,unknown,97.31332822495949,601.350106685633,381.9996443812233,698.4732824427481,388.0801526717557,0.15359507322659843
205,,,False,True,robot_001,unknown,94.35742124506106,604.3649010165864,380.4480114143036,698.4115384615385,388.1,0.06485549825611163
206,,,False,True,robot_001,unknown,87.84995986498542,611.2758186397984,376.920474991004,698.4115384615385,388.1,0.0
207,,,False,True,robot_001,unknown,83.67164652188289,615.7395965836816,375.6863528984191,698.5019157088122,387.98850574712645,0.14352357035907395
208,,,False,True,robot_001,unknown,78.33452158199628,621.1825654750526,375.0785700630855,698.3976833976834,388.27413127413126,0.30404985834569176
209,,,False,True,robot_001,unknown,74.4071558511941,625.4308074059935,373.3735445695744,698.383141762452,388.0153256704981,0.25921381064119237
210,,,False,True,robot_001,unknown,71.12751362109303,629.20566146736,371.474484883497,698.383141762452,388.0153256704981,0.0
211,,,False,True,robot_001,unknown,71.75030890721227,628.7344106463878,370.63212927756655,698.35,388.00384615384615,0.03507357582267972
212,,,False,True,robot_001,unknown,73.29712322388644,627.3492759146342,369.8315548780488,698.3511450381679,388.030534351145,0.02671274953027061
213,,,False,True,robot_001,unknown,75.85529507781895,624.7878277153558,369.48333333333335,698.3636363636364,387.93939393939394,0.09199243374380128
214,,,False,True,robot_001,unknown,83.5760985550622,616.8101051840721,369.9549211119459,698.3911439114391,388.1070110701107,0.16985925849312059
215,,,False,True,robot_001,unknown,88.66559535425858,611.4970138111236,370.49589399029486,698.4428044280443,387.8745387453874,0.23814321476405537
216,,,False,True,robot_001,unknown,93.35777732981927,606.5941758446892,371.5295874556655,698.526119402985,387.7835820895522,0.12334706437567723
217,,,False,True,robot_001,unknown,97.28288179653936,602.3427048879089,373.2677324513047,698.546468401487,387.7174721189591,0.06917087502595022
218,,,False,True,robot_001,unknown,103.21373361848657,595.9701601164484,375.55076419213975,698.4981684981685,387.4285714285714,0.2929103780460431
219,,,False,True,robot_001,unknown,105.2964325849231,593.7016157989228,376.8497307001795,698.4851851851852,387.2296296296296,0.19936500641342358
220,,,False,True,robot_001,unknown,106.98657522384022,592.096975088968,377.08327402135234,698.6,387.2436363636364,0.11566602914644625
221,,,False,True,robot_001,unknown,106.8969747733768,592.2295782167646,376.923651895355,698.6313868613139,387.2007299270073,0.0531610512250089
222,,,False,True,robot_001,unknown,105.44545397258243,593.9690385659967,374.59894984609815,698.6438848920864,387.3237410071943,0.1236443553987486
223,,,False,True,robot_001,unknown,104.71792103921204,594.8182817365818,372.8900897600293,698.5882352941177,386.9485294117647,0.37931598845674264
228,,,False,True,robot_001,unknown,105.49834565354729,594.6024470771024,369.4362012041173,698.6284722222222,387.0,0.16122936925994405
229,,,False,True,robot_001,unknown,105.59258282241524,594.4035762353393,370.40607575466254,698.7,386.9,0.12294804997984084
230,,,False,True,robot_001,unknown,103.12353767923318,596.6059977367031,371.65503583553374,698.6047297297297,386.8445945945946,0.11020972436914975
231,,,False,True,robot_001,unknown,101.0405244555058,598.6351627906977,372.00632558139534,698.5884353741496,386.7891156462585,0.057822311716561506
232,,,False,True,robot_001,unknown,96.56430570212713,602.9024390243902,373.2550243902439,698.5348837209302,386.6378737541529,0.16044279195467426
233,,,False,True,robot_001,unknown,92.57898054396364,606.9018882616313,372.8839789760561,698.4485049833887,386.67109634551497,0.09254743041314206
234,,,False,True,robot_001,unknown,82.32927440536736,617.707094266278,370.14013605442176,698.4731543624162,386.1073825503356,0.5642524565847704
235,,,False,True,robot_001,unknown,75.84351667995792,624.4146817649356,369.4010152284264,698.3874172185431,386.1423841059603,0.09260651562205861
236,,,False,True,robot_001,unknown,70.14220532501218,630.357978196234,368.8475718533201,698.3918918918919,385.9155405405405,0.22688769440832518
237,,,False,True,robot_001,unknown,66.91013611984921,633.8768928220255,367.8639134709931,698.3457627118644,385.7728813559322,0.14993179850557187
238,,,False,True,robot_001,unknown,66.20255492831151,634.8759805752708,366.3599178184535,698.3210702341137,385.2675585284281,0.505925763777887
239,,,False,True,robot_001,unknown,66.90262968527175,634.0842706988751,366.6588604093675,698.3904109589041,385.1164383561644,0.16626918710172922
249,,,False,True,robot_001,unknown,107.77755334573983,592.0538954108858,374.2490217004625,699.4463087248322,383.3523489932886,0.14727193657200183
